Ort,PLZ,Gemeindename,Kanton,Sprache
Sool,8762,Glarus Süd,GL,de
Engi,8765,Glarus Süd,GL,de
Matt,8766,Glarus Süd,GL,de
Elm,8767,Glarus Süd,GL,de
Nidfurn,8772,Glarus Süd,GL,de
Haslen GL,8773,Glarus Süd,GL,de
Leuggelbach,8774,Glarus Süd,GL,de
Luchsingen,8775,Glarus Süd,GL,de
Hätzingen,8775,Glarus Süd,GL,de
Diesbach GL,8777,Glarus Süd,GL,de
Betschwanden,8777,Glarus Süd,GL,de
Rüti GL,8782,Glarus Süd,GL,de
Linthal,8783,Glarus Süd,GL,de
Braunwald,8784,Glarus Süd,GL,de
Thalwil,8800,Thalwil,ZH,de
Kilchberg ZH,8802,Kilchberg (ZH),ZH,de
Rüschlikon,8803,Rüschlikon,ZH,de
Au ZH,8804,Wädenswil,ZH,de
Richterswil,8805,Richterswil,ZH,de
Bäch SZ,8806,Freienbach,SZ,de
Freienbach,8807,Freienbach,SZ,de
Pfäffikon SZ,8808,Freienbach,SZ,de
Horgen,8810,Horgen,ZH,de
Horgenberg,8815,Horgen,ZH,de
Hirzel,8816,Horgen,ZH,de
Wädenswil,8820,Wädenswil,ZH,de
Schönenberg ZH,8824,Wädenswil,ZH,de
Hütten,8825,Wädenswil,ZH,de
Wollerau,8832,Freienbach,SZ,de
Wilen b. Wollerau,8832,Freienbach,SZ,de
Wollerau,8832,Wollerau,SZ,de
Samstagern,8833,Richterswil,ZH,de
Schindellegi,8834,Feusisberg,SZ,de
Feusisberg,8835,Feusisberg,SZ,de
Bennau,8836,Einsiedeln,SZ,de
Einsiedeln,8840,Einsiedeln,SZ,de
Trachslau,8840,Einsiedeln,SZ,de
Gross,8841,Einsiedeln,SZ,de
Unteriberg,8842,Unteriberg,SZ,de
Oberiberg,8843,Oberiberg,SZ,de
Euthal,8844,Einsiedeln,SZ,de
Studen SZ,8845,Unteriberg,SZ,de
Willerzell,8846,Einsiedeln,SZ,de
Egg SZ,8847,Einsiedeln,SZ,de
Alpthal,8849,Alpthal,SZ,de
Altendorf,8852,Altendorf,SZ,de
Lachen SZ,8853,Lachen,SZ,de
Galgenen,8854,Galgenen,SZ,de
Siebnen,8854,Schübelbach,SZ,de
Wangen SZ,8855,Wangen (SZ),SZ,de
Tuggen,8856,Tuggen,SZ,de
Vorderthal,8857,Vorderthal,SZ,de
Innerthal,8858,Innerthal,SZ,de
Schübelbach,8862,Schübelbach,SZ,de
Buttikon SZ,8863,Schübelbach,SZ,de
Reichenburg,8864,Reichenburg,SZ,de
Bilten,8865,Glarus Nord,GL,de
Ziegelbrücke,8866,Schänis,SG,de
Niederurnen,8867,Glarus Nord,GL,de
Oberurnen,8868,Glarus Nord,GL,de
Weesen,8872,Weesen,SG,de
Amden,8873,Amden,SG,de
Mühlehorn,8874,Glarus Nord,GL,de
Murg,8877,Quarten,SG,de
Quinten,8878,Quarten,SG,de
Walenstadt,8880,Walenstadt,SG,de
Walenstadtberg,8881,Walenstadt,SG,de
Tscherlach,8881,Walenstadt,SG,de
Unterterzen,8882,Quarten,SG,de
Quarten,8883,Quarten,SG,de
Oberterzen,8884,Quarten,SG,de
Mols,8885,Quarten,SG,de
Mädris-Vermol,8886,Mels,SG,de
Mels,8887,Mels,SG,de
Heiligkreuz (Mels),8888,Mels,SG,de
Plons,8889,Mels,SG,de
Flums,8890,Flums,SG,de
Berschis,8892,Walenstadt,SG,de
Flums Hochwiese,8893,Flums,SG,de
Flumserberg Saxli,8894,Flums,SG,de
Flumserberg Portels,8895,Flums,SG,de
Flumserberg Bergheim,8896,Flums,SG,de
Flumserberg Tannenheim,8897,Flums,SG,de
Flumserberg Tannenbodenalp,8898,Flums,SG,de
Urdorf,8902,Urdorf,ZH,de
Birmensdorf ZH,8903,Birmensdorf (ZH),ZH,de
Aesch ZH,8904,Aesch (ZH),ZH,de
Arni AG,8905,Arni (AG),AG,de
Islisberg,8905,Islisberg,AG,de
Bonstetten,8906,Bonstetten,ZH,de
Wettswil,8907,Wettswil am Albis,ZH,de
Hedingen,8908,Hedingen,ZH,de
Zwillikon,8909,Affoltern am Albis,ZH,de
Affoltern am Albis,8910,Affoltern am Albis,ZH,de
Rifferswil,8911,Rifferswil,ZH,de
Obfelden,8912,Obfelden,ZH,de
Ottenbach,8913,Ottenbach,ZH,de
Aeugst am Albis,8914,Aeugst am Albis,ZH,de
Aeugstertal,8914,Aeugst am Albis,ZH,de
Hausen am Albis,8915,Hausen am Albis,ZH,de
Jonen,8916,Jonen,AG,de
Oberlunkhofen,8917,Oberlunkhofen,AG,de
Unterlunkhofen,8918,Unterlunkhofen,AG,de
Rottenschwil,8919,Rottenschwil,AG,de
Ebertswil,8925,Hausen am Albis,ZH,de
Kappel am Albis,8926,Kappel am Albis,ZH,de
Hauptikon,8926,Kappel am Albis,ZH,de
Uerzlikon,8926,Kappel am Albis,ZH,de
Mettmenstetten,8932,Mettmenstetten,ZH,de
Maschwanden,8933,Maschwanden,ZH,de
Knonau,8934,Knonau,ZH,de
Oberrieden,8942,Oberrieden,ZH,de
Fahrweid,8951,Geroldswil,ZH,de
Schlieren,8952,Schlieren,ZH,de
Dietikon,8953,Dietikon,ZH,de
Geroldswil,8954,Geroldswil,ZH,de
Oetwil an der Limmat,8955,Oetwil an der Limmat,ZH,de
Killwangen,8956,Killwangen,AG,de
Spreitenbach,8957,Spreitenbach,AG,de
Bergdietikon,8962,Bergdietikon,AG,de
Rudolfstetten,8964,Rudolfstetten-Friedlisberg,AG,de
Berikon,8965,Berikon,AG,de
Oberwil-Lieli,8966,Oberwil-Lieli,AG,de
Widen,8967,Widen,AG,de
St. Gallen,9000,St. Gallen,SG,de
St. Gallen,9008,St. Gallen,SG,de
St. Gallen,9010,St. Gallen,SG,de
St. Gallen,9011,St. Gallen,SG,de
St. Gallen,9012,St. Gallen,SG,de
St. Gallen,9014,St. Gallen,SG,de
St. Gallen,9015,St. Gallen,SG,de
St. Gallen,9016,St. Gallen,SG,de
Abtwil SG,9030,Gaiserwald,SG,de
St. Josefen,9030,Gaiserwald,SG,de
Engelburg,9032,Gaiserwald,SG,de
Untereggen,9033,Untereggen,SG,de
Eggersriet,9034,Eggersriet,SG,de
Grub AR,9035,Grub (AR),AR,de
Grub SG,9036,Eggersriet,SG,de
Speicherschwendi,9037,Speicher,AR,de
Rehetobel,9038,Rehetobel,AR,de
Speicher,9042,Speicher,AR,de
Trogen,9043,Trogen,AR,de
Wald AR,9044,Wald (AR),AR,de
Appenzell,9050,Appenzell,AI,de
Appenzell Meistersrüte,9050,Appenzell,AI,de
Appenzell Eggerstanden,9050,Rüte,AI,de
Appenzell Steinegg,9050,Rüte,AI,de
Appenzell Enggenhütten,9050,Schlatt-Haslen,AI,de
Appenzell Schlatt,9050,Schlatt-Haslen,AI,de
Niederteufen,9052,Teufen (AR),AR,de
Teufen AR,9053,Teufen (AR),AR,de
Haslen AI,9054,Schlatt-Haslen,AI,de
Bühler,9055,Bühler,AR,de
Gais,9056,Gais,AR,de
Weissbad,9057,Rüte,AI,de
Schwende,9057,Schwende,AI,de
Wasserauen,9057,Schwende,AI,de
Brülisau,9058,Rüte,AI,de
Lustmühle,9062,Teufen (AR),AR,de
Stein AR,9063,Stein (AR),AR,de
Hundwil,9064,Hundwil,AR,de
Herisau,9100,Herisau,AR,de
Schwellbrunn,9103,Schwellbrunn,AR,de
Waldstatt,9104,Waldstatt,AR,de
Schönengrund,9105,Schönengrund,AR,de
Urnäsch,9107,Urnäsch,AR,de
Gonten,9108,Gonten,AI,de
Gontenbad,9108,Gonten,AI,de
Jakobsbad,9108,Gonten,AI,de
Schachen b. Herisau,9112,Herisau,AR,de
Degersheim,9113,Degersheim,SG,de
Hoffeld,9114,Neckertal,SG,de
Dicken,9115,Neckertal,SG,de
Wolfertswil,9116,Degersheim,SG,de
Mogelsberg,9122,Neckertal,SG,de
Ebersol,9122,Neckertal,SG,de
Nassen,9123,Neckertal,SG,de
Brunnadern,9125,Neckertal,SG,de
Necker,9126,Neckertal,SG,de
St. Peterzell,9127,Neckertal,SG,de
Gossau SG,9200,Gossau (SG),SG,de
Niederwil SG,9203,Oberbüren,SG,de
Andwil SG,9204,Andwil (SG),SG,de
Waldkirch,9205,Waldkirch,SG,de
Arnegg,9212,Gossau (SG),SG,de
Hauptwil,9213,Hauptwil-Gottshaus,TG,de
Kradolf,9214,Kradolf-Schönenberg,TG,de
Schönenberg an der Thur,9215,Kradolf-Schönenberg,TG,de
Buhwil,9215,Kradolf-Schönenberg,TG,de
Heldswil,9216,Hohentannen,TG,de
Hohentannen,9216,Hohentannen,TG,de
Neukirch an der Thur,9217,Kradolf-Schönenberg,TG,de
Bischofszell,9220,Bischofszell,TG,de
Schweizersholz,9223,Bischofszell,TG,de
Halden,9223,Bischofszell,TG,de
Wilen (Gottshaus),9225,Hauptwil-Gottshaus,TG,de
St. Pelagiberg,9225,Hauptwil-Gottshaus,TG,de
Flawil,9230,Flawil,SG,de
Egg (Flawil),9231,Flawil,SG,de
Niederglatt SG,9240,Oberuzwil,SG,de
Uzwil,9240,Uzwil,SG,de
Oberuzwil,9242,Oberuzwil,SG,de
Jonschwil,9243,Jonschwil,SG,de
Niederuzwil,9244,Uzwil,SG,de
Oberbüren,9245,Oberbüren,SG,de
Sonnental,9245,Oberbüren,SG,de
Niederbüren,9246,Niederbüren,SG,de
Henau,9247,Uzwil,SG,de
Bichwil,9248,Oberuzwil,SG,de
Algetshausen,9249,Uzwil,SG,de
Niederstetten,9249,Uzwil,SG,de
Oberstetten,9249,Uzwil,SG,de
Wittenbach,9300,Wittenbach,SG,de
Bernhardzell,9304,Waldkirch,SG,de
Berg SG,9305,Berg (SG),SG,de
Freidorf TG,9306,Roggwil (TG),TG,de
Lömmenschwil,9308,Häggenschwil,SG,de
Häggenschwil,9312,Häggenschwil,SG,de
Muolen,9313,Muolen,SG,de
Steinebrunn,9314,Egnach,TG,de
Neukirch (Egnach),9315,Egnach,TG,de
Winden,9315,Egnach,TG,de
Arbon,9320,Arbon,TG,de
Frasnacht,9320,Arbon,TG,de
Stachen,9320,Arbon,TG,de
Egnach,9322,Egnach,TG,de
Steinach,9323,Steinach,SG,de
Roggwil TG,9325,Roggwil (TG),TG,de
Horn,9326,Horn,TG,de
Tübach,9327,Tübach,SG,de
Rorschach,9400,Rorschach,SG,de
Mörschwil,9402,Mörschwil,SG,de
Goldach,9403,Goldach,SG,de
Rorschacherberg,9404,Rorschacherberg,SG,de
Wienacht-Tobel,9405,Lutzenberg,AR,de
Heiden,9410,Heiden,AR,de
Reute AR,9411,Reute (AR),AR,de
Schachen b. Reute,9411,Reute (AR),AR,de
Reute AR,9411,Berneck,SG,de
Oberegg,9413,Oberegg,AI,de
Oberegg,9413,Oberegg,AI,de
Staad SG,9422,Thal,SG,de
Altenrhein,9423,Thal,SG,de
Rheineck,9424,Rheineck,SG,de
Thal,9425,Thal,SG,de
Lutzenberg,9426,Lutzenberg,AR,de
Wolfhalden,9427,Wolfhalden,AR,de
Walzenhausen,9428,Walzenhausen,AR,de
St. Margrethen,9430,St. Margrethen,SG,de
Au SG,9434,Au (SG),SG,de
Heerbrugg,9435,Au (SG),SG,de
Balgach,9436,Balgach,SG,de
Marbach SG,9437,Marbach (SG),SG,de
Büriswilen,9442,Oberegg,AI,de
Berneck,9442,Berneck,SG,de
Widnau,9443,Widnau,SG,de
Diepoldsau,9444,Diepoldsau,SG,de
Rebstein,9445,Rebstein,SG,de
Altstätten SG,9450,Altstätten,SG,de
Lüchingen,9450,Altstätten,SG,de
Kriessern,9451,Oberriet (SG),SG,de
Hinterforst,9452,Altstätten,SG,de
Eichberg,9453,Eichberg,SG,de
Montlingen,9462,Oberriet (SG),SG,de
Oberriet SG,9463,Oberriet (SG),SG,de
Lienz,9464,Altstätten,SG,de
Rüthi (Rheintal),9464,Rüthi (SG),SG,de
Salez,9465,Sennwald,SG,de
Sennwald,9466,Sennwald,SG,de
Frümsen,9467,Sennwald,SG,de
Sax,9468,Sennwald,SG,de
Haag (Rheintal),9469,Sennwald,SG,de
Buchs SG,9470,Buchs (SG),SG,de
Werdenberg,9470,Grabs,SG,de
Grabs,9472,Grabs,SG,de
Grabserberg,9472,Grabs,SG,de
Gams,9473,Gams,SG,de
Sevelen,9475,Sevelen,SG,de
Weite,9476,Wartau,SG,de
Fontnas,9476,Wartau,SG,de
Trübbach,9477,Wartau,SG,de
Azmoos,9478,Wartau,SG,de
Oberschan,9479,Wartau,SG,de
Malans SG,9479,Wartau,SG,de
Gretschins,9479,Wartau,SG,de
Wil SG,9500,Kirchberg (SG),SG,de
Wil SG,9500,Wil (SG),SG,de
Braunau,9502,Braunau,TG,de
Stehrenberg,9503,Bussnang,TG,de
Lanterswil,9503,Bussnang,TG,de
Friltschen,9504,Bussnang,TG,de
Lommis,9506,Lommis,TG,de
Stettfurt,9507,Stettfurt,TG,de
Weingarten-Kalthäusern,9508,Lommis,TG,de
Rossrüti,9512,Wil (SG),SG,de
Wuppenau,9514,Wuppenau,TG,de
Hosenruck,9515,Wuppenau,TG,de
Mettlen,9517,Bussnang,TG,de
Züberwangen,9523,Zuzwil (SG),SG,de
Zuzwil SG,9524,Zuzwil (SG),SG,de
Lenggenwil,9525,Niederhelfenschwil,SG,de
Zuckenriet,9526,Niederhelfenschwil,SG,de
Niederhelfenschwil,9527,Niederhelfenschwil,SG,de
Rickenbach bei Wil,9532,Rickenbach (TG),TG,de
Kirchberg SG,9533,Kirchberg (SG),SG,de
Dietschwil,9533,Kirchberg (SG),SG,de
Gähwil,9534,Kirchberg (SG),SG,de
Wilen bei Wil,9535,Wilen (TG),TG,de
Schwarzenbach SG,9536,Jonschwil,SG,de
Münchwilen TG,9542,Münchwilen (TG),TG,de
St. Margarethen TG,9543,Münchwilen (TG),TG,de
Wängi,9545,Wängi,TG,de
Tuttwil,9546,Wängi,TG,de
Wittenwil,9547,Aadorf,TG,de
Matzingen,9548,Matzingen,TG,de
Bronschhofen,9552,Wil (SG),SG,de
Bettwiesen,9553,Bettwiesen,TG,de
Tägerschen,9554,Tobel-Tägerschen,TG,de
Tobel,9555,Tobel-Tägerschen,TG,de
Affeltrangen,9556,Affeltrangen,TG,de
Zezikon,9556,Affeltrangen,TG,de
Märwil,9562,Affeltrangen,TG,de
Buch bei Märwil,9562,Affeltrangen,TG,de
Bussnang,9565,Bussnang,TG,de
Oberbussnang,9565,Bussnang,TG,de
Oppikon,9565,Bussnang,TG,de
Schmidshof,9565,Bussnang,TG,de
Rothenhausen,9565,Bussnang,TG,de
Littenheid,9573,Sirnach,TG,de
Lütisburg Station,9601,Lütisburg,SG,de
Bazenheid,9602,Kirchberg (SG),SG,de
Müselbach,9602,Kirchberg (SG),SG,de
Lütisburg,9604,Lütisburg,SG,de
Unterrindal,9604,Lütisburg,SG,de
Oberrindal,9604,Jonschwil,SG,de
Bütschwil,9606,Bütschwil-Ganterschwil,SG,de
Mosnang,9607,Mosnang,SG,de
Ganterschwil,9608,Bütschwil-Ganterschwil,SG,de
Dreien,9612,Mosnang,SG,de
Mühlrüti,9613,Mosnang,SG,de
Libingen,9614,Mosnang,SG,de
Dietfurt,9615,Bütschwil-Ganterschwil,SG,de
Lichtensteig,9620,Lichtensteig,SG,de
Oberhelfenschwil,9621,Oberhelfenschwil,SG,de
Krinau,9622,Wattwil,SG,de
Wattwil,9630,Wattwil,SG,de
Ulisbach,9631,Wattwil,SG,de
Hemberg,9633,Hemberg,SG,de
Bächli (Hemberg),9633,Hemberg,SG,de
Ebnat-Kappel,9642,Ebnat-Kappel,SG,de
Krummenau,9643,Nesslau,SG,de
Nesslau,9650,Nesslau,SG,de
Ennetbühl,9651,Nesslau,SG,de
Neu St. Johann,9652,Nesslau,SG,de
Stein SG,9655,Nesslau,SG,de
Alt St. Johann,9656,Wildhaus-Alt St. Johann,SG,de
Unterwasser,9657,Wildhaus-Alt St. Johann,SG,de
Wildhaus,9658,Wildhaus-Alt St. Johann,SG,de
Thunersee,9999,Thunersee,BE,de
Brienzersee,9999,Brienzersee,BE,de
Bielersee,9999,Bielersee (BE),BE,de
